CHXu_NOR_NB>LSQu_NOR_NB@NOR,Northern,NB,17,718,CHXu,Charing Cross LU,631,LSQu,Leicester Square,410,18,64,120,68,61,79,0,0,1,3,2,3,5,4,5,6,5,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,3,4,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,
LSQu_NOR_NB>TCRu_NOR_NB@NOR,Northern,NB,18,631,LSQu,Leicester Square,728,TCRu,Tottenham Court Road,410,17,65,120,67,62,79,0,0,1,2,3,3,4,4,6,5,6,5,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,0,0,2,2,2,2,2,2,
TCRu_NOR_NB>GSTu_NOR_NB@NOR,Northern,NB,19,728,TCRu,Tottenham Court Road,586,GSTu,Goodge Street,410,17,65,120,67,62,79,0,0,1,2,3,3,4,4,5,6,5,6,5,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,3,3,3,3,4,3,2,2,2,2,2,2,0,0,2,2,2,2,2,2,
GSTu_NOR_NB>WSTu_NOR_NB@NOR,Northern,NB,20,586,GSTu,Goodge Street,745,WSTu,Warren Street,408,17,64,120,67,62,78,0,0,0,3,2,3,4,5,5,5,6,5,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,3,3,3,3,4,3,2,2,2,2,2,1,0,0,2,2,2,2,2,1,
WSTu_NOR_NB>EUSu_NOR_NB@NOR,Northern,NB,21,745,WSTu,Warren Street,574,EUSu,Euston LU,408,16,65,120,67,62,78,0,0,0,3,2,3,4,4,5,6,5,6,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,0,0,1,2,2,2,2,2,
EUSu_NOR_NB>MCRu_NOR_NB@NOR,Northern,NB,22,574,EUSu,Euston LU,648,MCRu,Mornington Crescent,408,16,64,120,67,62,79,0,0,0,2,3,2,5,4,5,5,6,5,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,4,3,3,2,2,2,2,2,2,0,0,1,2,2,2,2,2,
MCRu_NOR_NB>CTNu_NOR_NB@NOR,Northern,NB,23,648,MCRu,Mornington Crescent,535,CTNu,Camden Town,408,15,64,121,66,63,79,0,0,0,2,3,2,4,4,5,6,5,6,5,5,6,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,3,3,3,3,4,2,2,2,2,2,2,0,0,1,2,2,2,2,2,
KENu_NOR_NB>ELEu_NOR_NB@NOR,Northern,NB,24,616,KENu,Kennington,570,ELEu,Elephant & Castle LU,379,19,70,120,68,61,41,0,0,1,3,2,4,4,5,5,5,5,5,6,7,6,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ELEu_NOR_NB>BORu_NOR_NB@NOR,Northern,NB,25,570,ELEu,Elephant & Castle LU,525,BORu,Borough,379,18,70,120,68,61,42,0,0,1,3,2,4,4,4,5,5,5,5,6,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,7,5,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BORu_NOR_NB>LONu_NOR_NB@NOR,Northern,NB,26,525,BORu,Borough,635,LONu,London Bridge LU,379,18,69,120,69,60,43,0,0,1,2,3,3,4,5,4,5,5,5,6,7,7,6,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,6,6,6,6,6,6,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LONu_NOR_NB>BNKu_NOR_NB@NOR,Northern,NB,27,635,LONu,London Bridge LU,513,BNKu,Bank and Monument,379,17,70,120,68,61,43,0,0,1,2,2,3,5,4,5,5,5,5,5,7,7,6,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BNKu_NOR_NB>MGTu_NOR_NB@NOR,Northern,NB,28,513,BNKu,Bank and Monument,645,MGTu,Moorgate,379,16,70,120,68,61,44,0,0,0,3,2,3,4,4,5,5,5,5,5,7,7,6,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MGTu_NOR_NB>OLDu_NOR_NB@NOR,Northern,NB,29,645,MGTu,Moorgate,665,OLDu,Old Street,379,16,69,121,67,62,44,0,0,0,2,3,2,5,4,4,5,5,5,5,7,7,6,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDu_NOR_NB>ANGu_NOR_NB@NOR,Northern,NB,30,665,OLDu,Old Street,507,ANGu,Angel,379,15,69,121,68,61,45,0,0,0,2,3,2,4,4,5,5,5,5,5,6,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ANGu_NOR_NB>KXXu_NOR_NB@NOR,Northern,NB,31,507,ANGu,Angel,625,KXXu,King's Cross St. Pancras,379,15,68,121,68,61,46,0,0,0,2,2,3,4,4,4,5,5,5,5,6,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KXXu_NOR_NB>EUSu_NOR_NB@NOR,Northern,NB,32,625,KXXu,King's Cross St. Pancras,574,EUSu,Euston LU,379,14,69,121,67,62,46,0,0,0,1,3,2,4,4,5,4,5,5,5,6,7,7,6,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EUSu_NOR_NB>CTNu_NOR_NB@NOR,Northern,NB,33,574,EUSu,Euston LU,535,CTNu,Camden Town,379,14,68,121,67,62,47,0,0,0,1,2,3,3,5,4,5,5,4,5,6,7,7,6,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CTNu_NOR_NB>KTNu_NOR_NB@NOR,Northern,NB,34,535,CTNu,Camden Town,619,KTNu,Kentish Town,391,14,66,120,66,63,62,0,0,0,2,2,2,3,5,4,6,5,6,5,6,5,6,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,3,2,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,
KTNu_NOR_NB>TPKu_NOR_NB@NOR,Northern,NB,35,619,KTNu,Kentish Town,733,TPKu,Tufnell Park,391,13,66,120,67,62,63,0,0,0,2,2,2,3,4,5,5,6,5,5,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,
TPKu_NOR_NB>ARCu_NOR_NB@NOR,Northern,NB,36,733,TPKu,Tufnell Park,508,ARCu,Archway,391,13,66,120,66,63,63,0,0,0,1,3,2,3,4,4,6,5,6,5,5,6,5,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,
ARCu_NOR_NB>HIGu_NOR_NB@NOR,Northern,NB,37,508,ARCu,Archway,604,HIGu,Highgate,391,12,66,120,66,63,64,0,0,0,1,2,3,2,4,5,5,5,6,5,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,
HIGu_NOR_NB>EFYu_NOR_NB@NOR,Northern,NB,38,604,HIGu,Highgate,565,EFYu,East Finchley,389,12,65,120,66,63,63,0,0,0,1,2,2,3,4,4,5,6,5,5,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,3,1,2,1,1,1,1,1,0,0,0,0,1,1,1,1,0,
EFYu_NOR_NB>FYCu_NOR_NB@NOR,Northern,NB,39,565,EFYu,East Finchley,578,FYCu,Finchley Central,409,23,69,120,70,63,64,1,0,1,3,4,5,4,5,6,6,6,6,6,5,5,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,2,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,
FYCu_NOR_NB>MHEu_NOR_NB@NOR,Northern,NB,40,578,FYCu,Finchley Central,643,MHEu,Mill Hill East,86,8,15,24,14,12,13,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FYCu_NOR_NB>WFYu_NOR_NB@NOR,Northern,NB,41,578,FYCu,Finchley Central,756,WFYu,West Finchley,318,15,53,96,50,49,55,0,0,1,1,3,2,4,4,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4,3,4,4,3,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,
WFYu_NOR_NB>WSPu_NOR_NB@NOR,Northern,NB,42,756,WFYu,West Finchley,771,WSPu,Woodside Park,318,14,53,96,50,49,56,0,0,0,2,3,2,3,4,4,4,6,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,2,3,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,
WSPu_NOR_NB>TOTu_NOR_NB@NOR,Northern,NB,43,771,WSPu,Woodside Park,730,TOTu,Totteridge & Whetstone,318,14,53,96,50,49,56,0,0,0,2,2,3,3,4,4,4,5,5,5,4,4,4,5,3,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,3,4,3,4,5,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,
TOTu_NOR_NB>HBTu_NOR_NB@NOR,Northern,NB,44,730,TOTu,Totteridge & Whetstone,602,HBTu,High Barnet,317,13,53,96,50,49,56,0,0,0,1,2,3,4,3,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,6,4,3,4,3,4,3,5,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,
CTNu_NOR_NB>CHFu_NOR_NB@NOR,Northern,NB,45,535,CTNu,Camden Town,540,CHFu,Chalk Farm,394,14,65,122,66,63,64,0,0,0,1,2,3,3,5,4,5,5,4,5,6,6,6,7,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,3,3,2,2,3,1,1,1,1,1,0,0,0,1,1,1,1,1,0,
CHFu_NOR_NB>BPKu_NOR_NB@NOR,Northern,NB,46,540,CHFu,Chalk Farm,519,BPKu,Belsize Park,394,13,66,121,67,62,65,0,0,0,0,3,2,4,4,5,4,5,5,5,5,7,5,7,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,2,2,2,3,1,1,1,1,1,1,0,0,0,1,1,1,1,1,
BPKu_NOR_NB>HMPu_NOR_NB@NOR,Northern,NB,47,519,BPKu,Belsize Park,594,HMPu,Hampstead,394,13,65,122,66,63,65,0,0,0,0,2,3,4,4,4,5,4,5,5,5,7,6,6,7,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,3,2,2,3,1,1,1,1,1,1,0,0,0,1,1,1,1,1,
HMPu_NOR_NB>GGRu_NOR_NB@NOR,Northern,NB,48,594,HMPu,Hampstead,584,GGRu,Golders Green,394,12,65,122,66,63,66,0,0,0,0,2,3,3,4,4,5,5,5,4,6,6,6,6,7,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,3,2,2,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,
GGRu_NOR_NB>BTXu_NOR_NB@NOR,Northern,NB,49,584,GGRu,Golders Green,529,BTXu,Brent Cross,378,18,58,119,58,60,65,1,1,1,2,3,3,2,5,4,4,5,5,5,5,5,5,4,6,5,5,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,4,3,2,2,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,
BTXu_NOR_NB>HNDu_NOR_NB@NOR,Northern,NB,50,529,BTXu,Brent Cross,601,HNDu,Hendon Central,378,17,58,120,57,61,65,0,2,1,1,3,4,2,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,2,1,2,1,1,1,2,1,1,1,0,1,1,1,1,1,
HNDu_NOR_NB>COLu_NOR_NB@NOR,Northern,NB,51,601,HNDu,Hendon Central,551,COLu,Colindale,376,17,58,119,58,60,64,0,1,2,1,3,3,3,4,4,4,5,5,5,5,4,5,5,6,4,6,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,6,5,5,5,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,3,3,2,1,2,1,1,1,2,0,1,1,0,1,1,1,1,0,
COLu_NOR_NB>BURu_NOR_NB@NOR,Northern,NB,52,551,COLu,Colindale,532,BURu,Burnt Oak,376,16,57,120,58,60,65,0,1,1,2,2,4,2,4,4,4,5,4,5,6,4,5,5,6,5,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,3,3,2,1,2,1,1,1,2,1,1,1,0,0,1,1,1,1,
BURu_NOR_NB>EDGu_NOR_NB@NOR,Northern,NB,53,532,BURu,Burnt Oak,568,EDGu,Edgware,375,15,58,119,58,60,65,0,1,1,2,1,4,3,3,4,4,5,4,5,5,5,6,5,4,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,3,2,1,2,1,1,1,1,2,0,1,1,0,1,1,1,0,
EDGu_NOR_SB>BURu_NOR_SB@NOR,Northern,SB,1,568,EDGu,Edgware,532,BURu,Burnt Oak,380,21,61,120,58,60,60,0,1,2,3,3,4,4,4,4,5,5,6,6,6,5,4,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,
BURu_NOR_SB>COLu_NOR_SB@NOR,Northern,SB,2,532,BURu,Burnt Oak,551,COLu,Colindale,380,20,62,120,57,61,60,0,1,1,3,4,3,4,4,4,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,5,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,
COLu_NOR_SB>HNDu_NOR_SB@NOR,Northern,SB,3,551,COLu,Colindale,601,HNDu,Hendon Central,380,19,62,120,57,61,61,0,1,1,3,3,3,4,4,4,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,3,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,
HNDu_NOR_SB>BTXu_NOR_SB@NOR,Northern,SB,4,601,HNDu,Hendon Central,529,BTXu,Brent Cross,380,19,61,120,57,61,62,0,0,2,2,4,3,4,4,3,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,5,4,4,4,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,3,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,
BTXu_NOR_SB>GGRu_NOR_SB@NOR,Northern,SB,5,529,BTXu,Brent Cross,584,GGRu,Golders Green,380,18,61,120,58,60,63,0,0,2,2,3,4,4,3,4,5,5,5,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,5,4,5,4,5,4,6,6,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,
GGRu_NOR_SB>HMPu_NOR_SB@NOR,Northern,SB,6,584,GGRu,Golders Green,594,HMPu,Hampstead,382,20,62,120,63,60,57,0,0,2,3,3,3,5,4,3,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,
HMPu_NOR_SB>BPKu_NOR_SB@NOR,Northern,SB,7,594,HMPu,Hampstead,519,BPKu,Belsize Park,397,23,65,120,70,60,59,0,0,1,3,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,
BPKu_NOR_SB>CHFu_NOR_SB@NOR,Northern,SB,8,519,BPKu,Belsize Park,540,CHFu,Chalk Farm,396,23,64,120,71,59,59,0,0,1,3,3,6,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
CHFu_NOR_SB>CTNu_NOR_SB@NOR,Northern,SB,9,540,CHFu,Chalk Farm,535,CTNu,Camden Town,396,22,65,120,70,60,59,0,0,1,3,3,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
HBTu_NOR_SB>TOTu_NOR_SB@NOR,Northern,SB,10,602,HBTu,High Barnet,730,TOTu,Totteridge & Whetstone,322,18,52,97,50,49,56,0,1,2,2,2,4,4,3,5,3,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,3,4,3,4,3,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
TOTu_NOR_SB>WSPu_NOR_SB@NOR,Northern,SB,11,730,TOTu,Totteridge & Whetstone,771,WSPu,Woodside Park,322,17,52,97,50,49,57,0,1,1,2,3,3,4,3,4,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,3,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
WSPu_NOR_SB>WFYu_NOR_SB@NOR,Northern,SB,12,771,WSPu,Woodside Park,756,WFYu,West Finchley,322,17,51,97,50,49,58,0,1,1,2,2,3,4,4,4,4,4,4,5,5,5,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,3,4,4,3,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
WFYu_NOR_SB>FYCu_NOR_SB@NOR,Northern,SB,13,756,WFYu,West Finchley,578,FYCu,Finchley Central,320,17,50,98,50,49,56,0,1,1,2,2,3,4,4,3,4,4,5,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,3,4,3,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,
MHEu_NOR_SB>FYCu_NOR_SB@NOR,Northern,SB,14,643,MHEu,Mill Hill East,578,FYCu,Finchley Central,86,7,16,24,13,13,13,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
